identifier,usPort,foreignPort,vessel,estimateArrival,actualArrival,pieces,contents
20150126108,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1300,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015011569,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1264,100% PVC HANDBAG 55% JUTE 45% COTTON HANDBAG
20150126109,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,320,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012689,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,853,LOCK
2015012881,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1044,SET OF THREE CERAMIC CANDLE STICKS
2015011656,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,8,LCD MAIN BOARD
2015022811,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,497,100%COTTON MESSENGER BAG 100%PVC HANDBAG 100%COWHIDE LEATHER HANDBAG
2015020450,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,177,COLUMBIA SPORTSWEAR TENT
20150121122,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,658,MEDICAL PRODTS
2015012638,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1641,SCISSORS(GARDEN TOOLS)
20150121122,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,756,MEDICAL PRODTS
2015012284,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3843,SCISSORS(GARDEN TOOLS)
2015011738,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1265,WALL DECOR
2015022811,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,646,100%COTTON BAG 100%PVC HANDBAG 100%PVC WRISTLET 100%POLYESTER WALLET 100%COWHIDE LEATHER HANDBAG
20150126108,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1132,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
20150211126,"Long Beach,California","Chiwan,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,300,STAINLESS STEEL FABRICATED SINK
2015011634,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,92,MANUAL TOILET FLUSH VALVE
2015022811,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,679,100%COWHIDE LEATHER HANDBAG
2015011593,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1395,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015030566,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1470,GAME BOARD
2015011593,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1300,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015011769,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,107,GOLF SHAFT
2015030568,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,669,100% PVC HANDBAG
2015011619,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,643,LCD MONITORS
2015030567,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,777,HANDBAG 100%COWHIDE LEATHER TRAVEL KIT 100%COTTON
20150122110,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,8,LCD MAIN BOARD
2015012812,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1998,KNIVES(HOUSEWARE)
2015030567,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,830,HANDBAG 100%PVC
2015012760,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,7,BOATING GOODS
2015030568,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,711,100% PVC HANDBAG
2015012158,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1,ARM FOR DENTIST CHAIR
2015030567,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,765,HANDBAG 100%COTTON HANDBAG 100%COWHIDE LEATHER
2015011977,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,570,BOX FAN
2015030568,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,673,55% JUTE 45% COTTON HANDBAG
2015012761,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,28,BOATING GOODS
2015030511,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,13,100%COWHIDE LEATHER MESSENGER BAG
2015012762,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,50,SPORTS BAGS
2015030511,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,497,100%COTTON MESSENGER BAG 100%PVC HANDBAG 100%COWHIDE LEATHER HANDBAG
2015012779,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,5,GUIDE SERIES MENS RIDGEPOINT JACKET
2015031276,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1044,SET OF THREE CERAMIC CANDLE STICKS
2015012779,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,GUIDE SERIES WOMENS DAWN BREAKER JACKET
2015031278,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,792,TABLE LAMP(LIGHTING)
2015012774,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1928,WOOD RING/BATON/BRACKET/FINIAL
2015011977,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,573,BOX FAN
2015012298,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,33,NON-CHILD COSMETICS - LIP STICK  CREAM
20150127135,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1132,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012168,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,90,GSX MENS TRACK SHORT
20150127135,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1395,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015022854,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,60,POLYRESIN GIFTWARES
2015012698,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,681,LIGHTING FIXTURES
2015022855,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,8,LCD MAIN BOARD
20150127100,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,693,100% PVC HANDBAG
2015012957,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,DARK MARK TATTOO PATCH
2015011912,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,646,100%COTTON BAG 100%PVC HANDBAG 100%PVC WRISTLET 100%POLYESTER WALLET 100%COWHIDE LEATHER HANDBAG
2015012782,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,7,GRYFFINDOR CREST PATCH
20150127100,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,711,100% PVC HANDBAG
2015030551,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,16,PLUMBING SUPPLIES
20150127100,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,673,55% JUTE 45% COTTON HANDBAG
2015012168,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,54,GSX WOMENS PERFORMANCE 1/4 ZIP JACKET
2015020499,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,320,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
201502048,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1110,SANDAL RACK
20150127115,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,792,TABLE LAMP(LIGHTING)
2015012684,"Long Beach,California","Chiwan,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,300,STAINLESS STEEL FABRICATED SINK
20150205130,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1826,KNIFE(HOUSEWARE)
2015012659,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,5,GUIDE SERIES MENS RIDGEPOINT JACKET
20150120111,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1315,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012659,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,GUIDE SERIES WOMENS DAWN BREAKER JACKET
20150205138,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,382,LIGHTING FIXTURE AND COMPONENTS (LIGHTING)
2015012853,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,7,GRYFFINDOR CREST PATCH
2015012022,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,388,LCD MONITOR
2015012853,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,DARK MARK TATTOO PATCH
2015013123,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1998,KNIVES(HOUSEWARE)
2015012853,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,42,PHONE CASE
20150205143,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,320,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012858,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,17,PHONE CASE
2015012796,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1,FLIPPI FAN
2015012914,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1098,65%COTTON 35%POLYFIBER JWL POUCH
20150129101,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1132,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015030517,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,714,LCD MONITOR
20150205126,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,781,PVC BAGS
2015030511,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,679,100%COWHIDE LEATHER HANDBAG
20150205126,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,932,PVC BAGS
2015030511,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,845,100%PVC HANDBAG
2015020421,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,643,LCD MONITORS
20150129101,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1395,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015021845,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,247,K/D FURNITURE ACCESSORIES
2015012736,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,646,100%COTTON BAG 100%PVC HANDBAG 100%PVC WRISTLET 100%POLYESTER WALLET 100%COWHIDE LEATHER HANDBAG
2015012955,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,GSX MENS TRACK SHORT
2015020554,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,LCD MONITOR
2015012955,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,GSX WOMENS PERFORMANCE SHORT
2015021149,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,497,100%COTTON MESSENGER BAG 100%PVC HANDBAG 100%COWHIDE LEATHER HANDBAG
2015012955,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,GSX WOMENS PERFORMANCE TANK
2015011912,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,13,100%COWHIDE LEATHER MESSENGER BAG
2015012632,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2119,PLASTIC TOYS ANGRY BIRDS SPACE RACE(US)01076
20150122103,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,177,COLUMBIA SPORTSWEAR TENT
2015021149,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,667,100%COWHIDE LEATHER COURIER BAG 100%COWHIDE LEATHER DOCUMENT BAG 100%COWHIDE LEATHER BACKPACK 100%COWHIDE LEATHER SLING PACK 100%COWHIDE LEATHER BRIEF CASE 100%POLYESTER BRIEF CASE 100%COTTO BRIEF CASE100%COTTON DUFFLE BAG
2015012987,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,792,TABLE LAMP(LIGHTING)
2015020590,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,494,ALUMINIUM  BAT
2015021149,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,13,100%COWHIDE LEATHER MESSENGER BAG
2015012928,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2119,PLASTIC TOYS ANGRY BIRDS SPACE RACE(US)01076
2015012648,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,74,PLUMBING SUPPLIES
2015021149,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,845,100%PVC HANDBAG
2015012626,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,714,LCD MONITOR
20150122115,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,229,POLYESTER WIPER
2015021149,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,646,100%COTTON BAG 100%PVC HANDBAG 100%PVC WRISTLET 100%POLYESTER WALLET 100%COWHIDE LEATHER HANDBAG
20150126106,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,99,CHAIR OTTOMAN  (FURNITURE)
2015012817,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,772,SANDAL RACK FLOOR
20150205134,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,150,CUBE KIT
2015012280,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1473,WALL DECOR
2015030561,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,610,TOWER FAN
2015012074,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,12,PARTS OF DENTAL CHAIR
20150120103,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,848,GLOBE LIGHTS PATRIOTIC STAR LIGHTS RESCUE PET SIGN TABLECLOTH CLAMP CARGO BAG BIKE BAG HOSE CARRY STRAPCOLLAPS FOLDING SHELF
2015022840,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,243,RELAYS
20150120103,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,839,COPPER LANTERNS MESH STEEL LIGHTS
2015031213,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,772,SANDAL RACK FLOOR
2015012081,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,FLIPPI FAN
2015011566,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1550,GAME BOARD
2015022825,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,9,MARBLE TILES
2015012081,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1,FLIPPI FAN
2015013136,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1155,LCD MONITOR
2015011561,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,610,TOWER FAN
2015012129,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1397,INSOLES
2015030471,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1039,LOCK
2015011979,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,828,ELECTRIC FAN
201501266,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1110,SANDAL RACK
2015031218,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,204,LCD MONITOR
2015011593,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1132,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012932,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,13,GRANITE TOPS
2015012681,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,777,HANDBAG 100%COWHIDE LEATHER TRAVEL KIT 100%COTTON
2015011593,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1315,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012681,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,949,HANDBAG 100%COWHIDE LEATHER HANDBAG 100%PVC
2015011988,"Long Beach,California","Chiwan,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,300,STAINLESS STEEL FABRICATED SINK
2015012677,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1,FLIPPI FAN
2015012681,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,759,HANDBAG 100%COWHIDE LEATHER MESSENGER BAG 100%COWHIDE LEATHER
2015012070,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,8,LCD MAIN BOARD
2015012933,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,850,SCISSORS(GARDEN TOOLS)
2015012681,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,765,HANDBAG 100%COTTON HANDBAG 100%COWHIDE LEATHER
2015012046,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,28,BOATING GOODS
2015012933,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,983,SCISSORS(GARDEN TOOLS)
2015031217,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,714,LCD MONITOR
20150121100,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,6,DOOR HINGE
2015012933,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1818,SCISSORS(GARDEN TOOLS)
2015031219,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,289,FIELD CLUB ROSEWOOD STAINED
2015012933,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1641,SCISSORS(GARDEN TOOLS)
2015012198,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,853,LOCK
2015030445,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,177,COLUMBIA SPORTSWEAR TENT
20150121120,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,320,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
20150121122,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,333,MEDICAL PRODTS
2015012129,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1496,INSOLES
20150122124,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,759,HANDBAG 100%COWHIDE LEATHER MESSENGER BAG 100%COWHIDE LEATHER
2015012623,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1397,INSOLES
20150122153,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,320,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012623,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1496,INSOLES
20150122134,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,6,DOOR HINGE
2015030582,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2981,KNIFE(HOUSEWARE)
2015013087,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,121,GSX WOMENS PERFORMANCE TANK
2015012118,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1098,65%COTTON 35%POLYFIBER JWL POUCH
2015021184,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,7,BOATING GOODS
